,season,period,player_ids,giving_team_ids,receiving_team_ids,transfer_values,matches,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes_played,competition_id_18GB,competition_id_19YL,competition_id_A1,competition_id_A1EL,competition_id_A2,competition_id_ACL,competition_id_ACLQ,competition_id_AFCL,competition_id_AJ,competition_id_AJ1,competition_id_AJ2,competition_id_AJ3,competition_id_ALB1,competition_id_AR1N,competition_id_AR3L,competition_id_ARCA,competition_id_ARG1,competition_id_ARGC,competition_id_ARLC,competition_id_ARRN,competition_id_AUS1,competition_id_AUSF,competition_id_BBPO,competition_id_BE1,competition_id_BE1R,competition_id_BESC,competition_id_BI19,competition_id_BIHP,competition_id_BJ1,competition_id_BOS1,competition_id_BRA1,competition_id_BRA2,competition_id_BU1,competition_id_BU1M,competition_id_BULP,competition_id_BULS,competition_id_BVFP,competition_id_BVP,competition_id_C1,competition_id_C2,competition_id_CAFS,competition_id_CAN,competition_id_CCB,competition_id_CCL,competition_id_CDR,competition_id_CGB,competition_id_CHAA,competition_id_CHC3,competition_id_CHFA,competition_id_CHL1,competition_id_CHLA,competition_id_CHPL,competition_id_CHPR,competition_id_CIT,competition_id_CL,competition_id_CLI,competition_id_CLQ,competition_id_CN2A,competition_id_COL1,competition_id_CR1,competition_id_CR2,competition_id_CR3,competition_id_CS,competition_id_CSL,competition_id_CZSC,competition_id_DFB,competition_id_DFBJ,competition_id_DFL,competition_id_DK1,competition_id_DK2,competition_id_DKAR,competition_id_DKDL,competition_id_DKMR,competition_id_DKP,competition_id_DKRE,competition_id_DKRL,competition_id_E21P,competition_id_ECPE,competition_id_ECSE,competition_id_EFD2,competition_id_EGY1,competition_id_EGYP,competition_id_EJPL,competition_id_EL,competition_id_ELQ,competition_id_ES1,competition_id_ES1P,competition_id_ES2,competition_id_ES2P,competition_id_ES3A,competition_id_ES3B,competition_id_ESJP,competition_id_FAC,competition_id_FAYC,competition_id_FI1,competition_id_FIL,competition_id_FIS,competition_id_FR1,competition_id_FR2,competition_id_FRC,competition_id_FRCH,competition_id_FRL,competition_id_FRR1,competition_id_GB1,competition_id_GB18,competition_id_GB2,competition_id_GB21,competition_id_GB3,competition_id_GB4,competition_id_GBCS,competition_id_GBEG,competition_id_GBFL,competition_id_GBR,competition_id_GBRN,competition_id_GBRP,competition_id_GBRS,competition_id_GR1,competition_id_GRP,competition_id_GRPL,competition_id_HEPO,competition_id_IRN1,competition_id_ISPO,competition_id_ISR1,competition_id_ISRF,competition_id_ISRP,competition_id_IT1,competition_id_IT2,competition_id_ITJ1,competition_id_ITJ2,competition_id_ITJ3,competition_id_ITJE,competition_id_Inka,competition_id_J1PO,competition_id_JAP1,competition_id_JAP2,competition_id_JAPC,competition_id_JASP,competition_id_JEMP,competition_id_JL11,competition_id_JL12,competition_id_KAS1,competition_id_KLCP,competition_id_KLUB,competition_id_KR1,competition_id_KR2,competition_id_KRC,competition_id_KREL,competition_id_L1,competition_id_L1PO,competition_id_L2,competition_id_L2PO,competition_id_L3,competition_id_LIEP,competition_id_LPO,competition_id_MARG,competition_id_MAZ1,competition_id_MEX1,competition_id_MEXA,competition_id_MLS1,competition_id_MLSP,competition_id_MPPO,competition_id_MXCC,competition_id_NL1,competition_id_NL2,competition_id_NLAF,competition_id_NLBA,competition_id_NLBE,competition_id_NLBV,competition_id_NLP,competition_id_NLSC,competition_id_NO1,competition_id_NOPO,competition_id_NRPO,competition_id_OBLA,competition_id_OBLB,competition_id_OBLC,competition_id_OBLE,competition_id_OBLF,competition_id_OBLJ,competition_id_OFBS,competition_id_OL0,competition_id_OL1,competition_id_OL2,competition_id_OL3,competition_id_OL4,competition_id_OL5,competition_id_OL6,competition_id_OL7,competition_id_OL8,competition_id_OL9,competition_id_OLA,competition_id_OLB2,competition_id_OLNI,competition_id_OLRP,competition_id_OLW3,competition_id_PERC,competition_id_PL1,competition_id_PL2L,competition_id_PL33,competition_id_PLSC,competition_id_PO1,competition_id_PO2,competition_id_POBE,competition_id_POCC,competition_id_POCP,competition_id_POGR,competition_id_POME,competition_id_POMX,competition_id_PON2,competition_id_PONL,competition_id_POPO,competition_id_POPU,competition_id_POSB,competition_id_POSU,competition_id_POUS,competition_id_QSL,competition_id_RECO,competition_id_RKPO,competition_id_RL1,competition_id_RL2,competition_id_RL3,competition_id_RLB3,competition_id_RLN3,competition_id_RLN4,competition_id_RLSW,competition_id_RLW3,competition_id_RN,competition_id_RNO,competition_id_RO1,competition_id_ROMP,competition_id_ROMS,competition_id_RS,competition_id_RSK1,competition_id_RU1,competition_id_RUP,competition_id_RUSS,competition_id_RWS,competition_id_S21N,competition_id_SAPO,competition_id_SC1,competition_id_SCAG,competition_id_SCC,competition_id_SCI,competition_id_SCP,competition_id_SE1,competition_id_SE2,competition_id_SEC,competition_id_SER1,competition_id_SERP,competition_id_SES,competition_id_SFA,competition_id_SFA1,competition_id_SFAL,competition_id_SHPO,competition_id_SKC,competition_id_SL,competition_id_SL1,competition_id_SLO1,competition_id_SLP,competition_id_SUC,competition_id_SWP,competition_id_TDeA,competition_id_TELK,competition_id_TFVP,competition_id_TR1,competition_id_TR2,competition_id_TRP,competition_id_TRS,competition_id_TS1,competition_id_TS2,competition_id_TSP,competition_id_TUN1,competition_id_TUNP,competition_id_UAE1,competition_id_UEFA,competition_id_UEQ,competition_id_UI,competition_id_UKR1,competition_id_UKRP,competition_id_UKRS,competition_id_UNG1,competition_id_UNGP,competition_id_USC,competition_id_USSP,competition_id_VLW1,competition_id_VZ1A,competition_id_VZOC,competition_id_WEPO,competition_id_WER1,competition_id_WFPO,competition_id_WFVP,competition_id_WRPO,competition_id_WRSP,competition_id_ZYP1,competition_id_ZYPM,competition_id_ofb,sizes,nationalities,positions,secondary_posistions,strong_feet,consultants,outfitters,national_debuts,keeper_giving_team,avg_keepers_age_giving_team,defender_giving_team,avg_defenders_age_giving_team,mitfielder_giving_team,avg_mitfielders_age_giving_team,striker_giving_team,avg_strikers_age_giving_team,final_table_position_giving_team,no_of_matches_giving_team,goal_diff_giving_team,points_giving_team,keeper_receiving_team,avg_keepers_age_receiving_team,defender_receiving_team,avg_defenders_age_receiving_team,mitfielder_receiving_team,avg_mitfielders_age_receiving_team,striker_receiving_team,avg_strikers_age_receiving_team,final_table_position_receiving_team,no_of_matches_receiving_team,goal_diff_receiving_team,points_receiving_team,social_media,age_at_transfer,time_line,contract_length
0,2000,s,127,506,16,7500000.0,19.0,1.0,0.0,3.0,0.0,0.0,1177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,  Nigeria  Belgien                            ,midfield,1,rechts,0,0,1,4,24.75,11,24.27,11,22.64,9,23.22,2.0,34.0,26.0,71.0,4,26.0,9,27.11,10,25.0,8,26.0,11.0,34.0,3.0,40.0,1,9422.0,1,1
1,2000,s,113,430,16,4100000.0,41.0,2.0,3.0,6.0,0.0,1.0,3436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,  Deutschland                            ,defense,1,beidfüßig,0,0,1,4,26.75,11,25.45,11,25.45,8,25.88,7.0,34.0,10.0,51.0,4,26.0,9,27.11,10,25.0,8,26.0,11.0,34.0,3.0,40.0,0,11342.0,1,1
3,2000,s,123,91,16,200000.0,32.0,4.0,0.0,4.0,0.0,0.0,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,  Deutschland                            ,defense,0,rechts,0,0,0,4,26.25,7,25.0,15,24.6,7,26.14,5.0,34.0,10.0,54.0,4,26.0,9,27.11,10,25.0,8,26.0,11.0,34.0,3.0,40.0,1,7356.0,1,1
4,2000,s,97,2035,15,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,  Brasilien                            ,midfield,1,rechts,0,0,0,0,25.0,0,24.13,0,23.75,0,23.67,5.0,34.0,10.0,54.0,5,27.6,8,24.5,13,23.92,7,24.43,2.0,34.0,38.0,73.0,0,6850.0,1,1
5,2000,s,83,3,15,2100000.0,35.0,3.0,1.0,5.0,0.0,0.0,3069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,  Nigeria  Deutschland                            ,midfield,1,rechts,0,0,0,4,24.25,8,23.75,9,25.11,7,25.86,17.0,34.0,-28.5,29.5,5,27.6,8,24.5,13,23.92,7,24.43,2.0,34.0,38.0,73.0,0,8632.0,1,1
6,2000,s,347,44,15,750000.0,21.0,0.0,1.0,8.0,0.0,0.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,  Deutschland                            ,midfield,1,links,1,0,1,3,22.33,8,27.25,12,26.33,9,28.0,6.0,34.0,-7.0,50.0,5,27.6,8,24.5,13,23.92,7,24.43,2.0,34.0,38.0,73.0,0,9069.0,1,1
8,2000,s,213,162,27,7700000.0,36.0,0.0,0.0,5.0,0.0,0.0,3167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,  Frankreich                            ,defense,1,rechts,0,0,0,4,25.0,12,21.58,8,23.38,7,22.71,1.0,34.0,31.0,65.0,5,25.2,9,24.67,12,27.17,6,23.67,1.0,34.0,45.0,73.0,0,8506.0,1,1
